,Frequency,Lambda,Org_X,Org_Y,Org_Mag,Pred_X,Pred_Y,Pred_Mag
161,25.0,10.236180904523,-0.00693723047152,-0.27465179562569,0.27473939289266613,-0.00638444402045546,-0.27750157356683736,0.2775750069035776
162,25.0,10.256281407035,-0.00982349738479,-0.26417225599289,0.2643548409566997,-0.009577024948438317,-0.26699673615811387,0.26716844223438607
163,25.0,10.276381909548,-0.01246371679008,-0.25364315509796,0.2539491964237554,-0.012551077590356785,-0.25639419530618157,0.25670121335004153
164,25.0,10.29648241206,-0.0148671194911,-0.24306203424931,0.24351629049280335,-0.01529913285748219,-0.24570381412293751,0.24617966557120416
165,25.0,10.316582914573,-0.01703216321766,-0.23243859410286,0.23306178282246773,-0.0178136704303532,-0.2349363897886938,0.23561076821984667
166,25.0,10.336683417085,-0.01895454339683,-0.2217825204134,0.22259101751037147,-0.02008719059903541,-0.22410361867106,0.22500206027418024
167,25.0,10.356783919598,-0.02063611522317,-0.21109993755817,0.21210618305124257,-0.02211229333978948,-0.21321810011346135,0.21436163773571734
168,25.0,10.376884422111,-0.02209139056504,-0.20034192502499,0.20155623646966583,-0.023881793471645707,-0.20229326858634522,0.20369807700312131
169,25.0,10.396984924623,-0.02328965999186,-0.18963365256786,0.1910584477293906,-0.025388797619649406,-0.19134334942193737,0.19302038341215969
170,25.0,10.417085427136,-0.02424240484834,-0.17892497777939,0.18055980135729557,-0.026626830786701416,-0.18038328307812712,0.1823379196212005
171,25.0,10.437185929648,-0.02496132068336,-0.1682194173336,0.17006128277275054,-0.027589949960210025,-0.1694285955229412,0.1716602875439841
172,25.0,10.457286432161,-0.02543286420405,-0.157535597682,0.15957535874516032,-0.028272859278789753,-0.1584953055253754,0.16099725601817053
173,25.0,10.477386934673,-0.02567626349628,-0.14686578512192,0.14909335782189756,-0.02867104366030132,-0.14759974223734218,0.15035861349819887
174,25.0,10.497487437186,-0.02569107152522,-0.13617007434368,0.13857243702438557,-0.028780887725164628,-0.1367583721442785,0.1397540405491072
175,25.0,10.517587939698,-0.02545478194952,-0.12557506561279,0.1281290093138713,-0.02859982509761011,-0.12598758267808835,0.12919296027524887
176,25.0,10.537688442211,-0.02499866113067,-0.11501608788967,0.11770145934426796,-0.02812645823376686,-0.11530344592595673,0.11868438100767877
177,25.0,10.557788944724,-0.02430309914052,-0.1045179143548,0.10730626751924256,-0.0273606923142935,-0.10472141546374804,0.10823669590600207
178,25.0,10.577889447236,-0.02339504659176,-0.09406841546297,0.09693397233552617,-0.02630387606590162,-0.09425602679569803,0.09785751112409133
179,25.0,10.597989949749,-0.02226433344185,-0.08363383263349,0.08654662618829516,-0.024958920491204295,-0.08392054401235427,0.08755344321850368
180,25.0,10.618090452261,-0.02090221270919,-0.07333086431027,0.07625167641849885,-0.023330419455087903,-0.07372655021028265,0.07732989511087981
181,25.0,10.638190954774,-0.01934041269124,-0.06309570372105,0.0659933283834207,-0.021424775058672296,-0.06368351081265823,0.06719085157773091
182,25.0,10.658291457286,-0.01755425520241,-0.05295536667108,0.05578909154108776,-0.019250290913223556,-0.053798308578603765,0.05713870584955884
183,25.0,10.678391959799,-0.01557038817555,-0.04284605383873,0.04558751273636956,-0.01681727707113695,-0.0440747022668667,0.047174147453879156
184,25.0,10.698492462312,-0.01337677706033,-0.03289074078202,0.03550688656742245,-0.014138115935483253,-0.034512761307981824,0.03729634050824414
185,25.0,10.718592964824,-0.01099826768041,-0.02302710339427,0.025518804491988886,-0.011227344580010568,-0.025108237969873173,0.02750412478647655
186,25.0,10.738693467337,-0.00841647107154,-0.01327896676958,0.01572157574054457,-0.00810167678795698,-0.015851912662640896,0.017802255526772885
187,25.0,10.758793969849,-0.00564962206408,-0.00358660821803,0.006691934546644931,-0.0047800491785993104,-0.0067288590791934055,0.008253872706643316
188,25.0,10.778894472362,-0.0027087200433,0.00594406947494,0.0065321609131962334,-0.0012836293269529175,0.002282318987292642,0.0026185271067472476
189,25.0,10.798994974874,0.00042072776705,0.01534708403051,0.015352849901353882,0.002364240805656226,0.01121032023384358,0.011456915568007507
190,25.0,10.819095477387,0.00372168701142,0.02467592060566,0.024954999738485435,0.006138067412611137,0.020092002496193057,0.02100867525258998
191,25.0,10.839195979899,0.00718978792429,0.03382499143481,0.034580675180817914,0.010010297464412121,0.028973327686454137,0.030653870433481407
192,25.0,10.859296482412,0.01080777309835,0.042854167521,0.044196013771191506,0.013951419680851618,0.03791035507125734,0.04039600392043823
193,25.0,10.879396984925,0.01459067501128,0.05173929408193,0.053757253923365805,0.01793012492583196,0.04697026002334387,0.05027618428755782
194,25.0,10.899497487437,0.01852979511023,0.06053231656551,0.06330493389629453,0.021913492800938572,0.05623243994999219,0.06035137504205074
195,25.0,10.91959798995,0.02260691300035,0.06914033740759,0.07274241384667396,0.025867204720067538,0.06578967289464319,0.0706922438433951
196,25.0,10.939698492462,0.02681546472013,0.07761450856924,0.08211626567618115,0.029755799687721407,0.07574930653956233,0.08138405898135323
197,25.0,10.959798994975,0.03117426484823,0.08597205579281,0.09144959904816218,0.03354301466366766,0.08623452705893245,0.09252852257441906
198,25.0,10.979899497487,0.03565111756325,0.09414578229189,0.10066990864633095,0.03719208364531862,0.0973857010308084,0.10424598721841706
199,25.0,11.0,0.04024478048086,0.102175347507,0.10981549979000606,0.040666191429210685,0.1093617032288923,0.11667785247630126
